Term_ID	Term	Source	Gene
HP:0009771	Osteolytic defects of the phalanges of the hand	HP	IFIH1
HP:0009768	Broad phalanges of the hand	HP	IFIH1
HP:0009710	Chilblains	HP	IFIH1
HP:0007700	Ocular anterior segment dysgenesis	HP	IFIH1
HP:0009709	Increased CSF interferon alpha	HP	IFIH1
HP:0009699	Osteolytic defects of the hand bones	HP	IFIH1
HP:0009553	Abnormality of the hairline	HP	IFIH1
HP:0009145	Abnormal cerebral artery morphology	HP	IFIH1
HP:0009127	Abnormality of the musculature of the limbs	HP	IFIH1
HP:0009125	Lipodystrophy	HP	IFIH1
HP:0009124	Abnormal adipose tissue morphology	HP	PTPN6
HP:0009124	Abnormal adipose tissue morphology	HP	IFIH1
HP:0009121	Abnormal axial skeleton morphology	HP	IFIH1
HP:0009121	Abnormal axial skeleton morphology	HP	NFKB2
HP:0008940	Generalized lymphadenopathy	HP	IFIH1
HP:0008936	Axial hypotonia	HP	IFIH1
HP:0008736	Hypoplasia of penis	HP	IFIH1
HP:0008609	Abnormal middle ear morphology	HP	NFKB2
HP:0008404	Nail dystrophy	HP	NFKB2
HP:0008163	Decreased circulating cortisol level	HP	NFKB2
HP:0009704	Chronic CSF lymphocytosis	HP	IFIH1
HP:0003552	Muscle stiffness	HP	IFIH1
GO:0000166	nucleotide binding	GO:MF	IFIH1
GO:1901550	regulation of endothelial cell development	GO:BP	IL1B
GO:0009611	response to wounding	GO:BP	SERPINB2
GO:0009611	response to wounding	GO:BP	PTPN6
GO:0009611	response to wounding	GO:BP	CD40
GO:0009597	detection of virus	GO:BP	IFIH1
GO:0009410	response to xenobiotic stimulus	GO:BP	IL1B
GO:0009306	protein secretion	GO:BP	IL1B
GO:0009059	macromolecule biosynthetic process	GO:BP	XAF1
GO:0009059	macromolecule biosynthetic process	GO:BP	PTPN6
GO:0009059	macromolecule biosynthetic process	GO:BP	IFIH1
GO:0009059	macromolecule biosynthetic process	GO:BP	IL1B
GO:0009059	macromolecule biosynthetic process	GO:BP	NFKB2
GO:0009059	macromolecule biosynthetic process	GO:BP	CD40
GO:0009059	macromolecule biosynthetic process	GO:BP	LTB
GO:0009058	biosynthetic process	GO:BP	XAF1
GO:0009058	biosynthetic process	GO:BP	PTPN6
GO:0009058	biosynthetic process	GO:BP	IFIH1
GO:0009058	biosynthetic process	GO:BP	IL1B
GO:0009058	biosynthetic process	GO:BP	NFKB2
GO:0009058	biosynthetic process	GO:BP	CD40
GO:0009058	biosynthetic process	GO:BP	LTB
GO:0009057	macromolecule catabolic process	GO:BP	IL1B
GO:0009056	catabolic process	GO:BP	IL1B
GO:0008645	hexose transmembrane transport	GO:BP	IL1B
GO:0008643	carbohydrate transport	GO:BP	IL1B
GO:0008610	lipid biosynthetic process	GO:BP	IL1B
GO:0008286	insulin receptor signaling pathway	GO:BP	IL1B
GO:0008285	negative regulation of cell population proliferation	GO:BP	PTPN6
GO:0008285	negative regulation of cell population proliferation	GO:BP	IL1B
GO:0008284	positive regulation of cell population proliferation	GO:BP	PTPN6
GO:0008284	positive regulation of cell population proliferation	GO:BP	IL1B
GO:0008284	positive regulation of cell population proliferation	GO:BP	CD40
GO:0008283	cell population proliferation	GO:BP	PTPN6
GO:0008283	cell population proliferation	GO:BP	IL1B
GO:0008283	cell population proliferation	GO:BP	CD40
GO:0008152	metabolic process	GO:BP	XAF1
GO:0008152	metabolic process	GO:BP	PTPN6
GO:0008152	metabolic process	GO:BP	IFIH1
GO:0008152	metabolic process	GO:BP	IL1B
GO:0008152	metabolic process	GO:BP	NFKB2
GO:0008152	metabolic process	GO:BP	CD40
GO:0008152	metabolic process	GO:BP	LTB
GO:0008150	biological_process	GO:BP	IFI44L
GO:0008150	biological_process	GO:BP	SERPINB2
GO:0008150	biological_process	GO:BP	XAF1
GO:0008150	biological_process	GO:BP	SLAMF7
GO:0008150	biological_process	GO:BP	PTPN6
GO:0008150	biological_process	GO:BP	IFIH1
GO:0008150	biological_process	GO:BP	IL1B
GO:0008150	biological_process	GO:BP	NFKB2
GO:0008150	biological_process	GO:BP	CD40
GO:0008150	biological_process	GO:BP	LTB
GO:0008104	protein localization	GO:BP	IL1B
GO:0007584	response to nutrient	GO:BP	CD40
GO:0007566	embryo implantation	GO:BP	IL1B
GO:0007565	female pregnancy	GO:BP	IL1B
GO:0007417	central nervous system development	GO:BP	IL1B
GO:0007399	nervous system development	GO:BP	IL1B
GO:0007346	regulation of mitotic cell cycle	GO:BP	PTPN6
GO:0007346	regulation of mitotic cell cycle	GO:BP	IL1B
GO:0007275	multicellular organism development	GO:BP	PTPN6
GO:0007275	multicellular organism development	GO:BP	IL1B
GO:0007275	multicellular organism development	GO:BP	NFKB2
GO:0007275	multicellular organism development	GO:BP	CD40
GO:0007275	multicellular organism development	GO:BP	LTB
GO:0007268	chemical synaptic transmission	GO:BP	IL1B
GO:0007267	cell-cell signaling	GO:BP	IL1B
GO:0007267	cell-cell signaling	GO:BP	LTB
GO:0007260	tyrosine phosphorylation of STAT protein	GO:BP	CD40
GO:0007259	cell surface receptor signaling pathway via JAK-STAT	GO:BP	CD40
GO:0009612	response to mechanical stimulus	GO:BP	IL1B
GO:0009612	response to mechanical stimulus	GO:BP	CD40
GO:0007254	JNK cascade	GO:BP	IL1B
GO:0009617	response to bacterium	GO:BP	IL1B
GO:0009617	response to bacterium	GO:BP	NFKB2
GO:0009617	response to bacterium	GO:BP	CD40
GO:0009653	anatomical structure morphogenesis	GO:BP	PTPN6
GO:0009653	anatomical structure morphogenesis	GO:BP	IL1B
GO:0009653	anatomical structure morphogenesis	GO:BP	NFKB2
GO:0009653	anatomical structure morphogenesis	GO:BP	CD40
GO:0010574	regulation of vascular endothelial growth factor production	GO:BP	IL1B
GO:0010573	vascular endothelial growth factor production	GO:BP	IL1B
GO:0010565	regulation of ketone metabolic process	GO:BP	IL1B
GO:0010564	regulation of cell cycle process	GO:BP	PTPN6
GO:0010564	regulation of cell cycle process	GO:BP	IL1B
GO:0010563	negative regulation of phosphorus metabolic process	GO:BP	PTPN6
GO:0010563	negative regulation of phosphorus metabolic process	GO:BP	IL1B
GO:0010562	positive regulation of phosphorus metabolic process	GO:BP	IL1B
GO:0010562	positive regulation of phosphorus metabolic process	GO:BP	CD40
GO:0010558	negative regulation of macromolecule biosynthetic process	GO:BP	XAF1
GO:0010558	negative regulation of macromolecule biosynthetic process	GO:BP	PTPN6
GO:0010557	positive regulation of macromolecule biosynthetic process	GO:BP	IFIH1
GO:0010557	positive regulation of macromolecule biosynthetic process	GO:BP	IL1B
GO:0010557	positive regulation of macromolecule biosynthetic process	GO:BP	NFKB2
GO:0010557	positive regulation of macromolecule biosynthetic process	GO:BP	CD40
GO:0010557	positive regulation of macromolecule biosynthetic process	GO:BP	LTB
GO:0010556	regulation of macromolecule biosynthetic process	GO:BP	XAF1
GO:0010556	regulation of macromolecule biosynthetic process	GO:BP	PTPN6
GO:0010556	regulation of macromolecule biosynthetic process	GO:BP	IFIH1
GO:0010556	regulation of macromolecule biosynthetic process	GO:BP	IL1B
GO:0010556	regulation of macromolecule biosynthetic process	GO:BP	NFKB2
GO:0010556	regulation of macromolecule biosynthetic process	GO:BP	CD40
GO:0010556	regulation of macromolecule biosynthetic process	GO:BP	LTB
GO:0010468	regulation of gene expression	GO:BP	XAF1
GO:0010468	regulation of gene expression	GO:BP	PTPN6
GO:0010468	regulation of gene expression	GO:BP	IFIH1
GO:0010468	regulation of gene expression	GO:BP	IL1B
GO:0010468	regulation of gene expression	GO:BP	NFKB2
GO:0010468	regulation of gene expression	GO:BP	CD40
GO:0010468	regulation of gene expression	GO:BP	LTB
GO:0010467	gene expression	GO:BP	XAF1
GO:0010467	gene expression	GO:BP	PTPN6
GO:0010467	gene expression	GO:BP	IFIH1
GO:0010467	gene expression	GO:BP	IL1B
GO:0010467	gene expression	GO:BP	NFKB2
GO:0010467	gene expression	GO:BP	CD40
GO:0010467	gene expression	GO:BP	LTB
GO:0010001	glial cell differentiation	GO:BP	IL1B
GO:0009987	cellular process	GO:BP	SERPINB2
GO:0009987	cellular process	GO:BP	XAF1
GO:0009987	cellular process	GO:BP	SLAMF7
GO:0009987	cellular process	GO:BP	PTPN6
GO:0009987	cellular process	GO:BP	IFIH1
GO:0009987	cellular process	GO:BP	IL1B
GO:0009987	cellular process	GO:BP	NFKB2
GO:0009987	cellular process	GO:BP	CD40
GO:0009987	cellular process	GO:BP	LTB
GO:0009968	negative regulation of signal transduction	GO:BP	PTPN6
GO:0009968	negative regulation of signal transduction	GO:BP	IL1B
GO:0009967	positive regulation of signal transduction	GO:BP	PTPN6
GO:0009967	positive regulation of signal transduction	GO:BP	IL1B
GO:0009967	positive regulation of signal transduction	GO:BP	CD40
GO:0009967	positive regulation of signal transduction	GO:BP	LTB
GO:0009966	regulation of signal transduction	GO:BP	PTPN6
GO:0009966	regulation of signal transduction	GO:BP	IL1B
GO:0009966	regulation of signal transduction	GO:BP	CD40
GO:0009966	regulation of signal transduction	GO:BP	LTB
GO:0009914	hormone transport	GO:BP	IL1B
GO:0009896	positive regulation of catabolic process	GO:BP	IL1B
GO:0009895	negative regulation of catabolic process	GO:BP	IL1B
GO:0009894	regulation of catabolic process	GO:BP	IL1B
GO:0009893	positive regulation of metabolic process	GO:BP	IFIH1
GO:0009893	positive regulation of metabolic process	GO:BP	IL1B
GO:0009893	positive regulation of metabolic process	GO:BP	NFKB2
GO:0009893	positive regulation of metabolic process	GO:BP	CD40
GO:0009893	positive regulation of metabolic process	GO:BP	LTB
GO:0009892	negative regulation of metabolic process	GO:BP	XAF1
GO:0009892	negative regulation of metabolic process	GO:BP	PTPN6
GO:0009892	negative regulation of metabolic process	GO:BP	IL1B
GO:0009891	positive regulation of biosynthetic process	GO:BP	IFIH1
GO:0009891	positive regulation of biosynthetic process	GO:BP	IL1B
GO:0009891	positive regulation of biosynthetic process	GO:BP	NFKB2
GO:0009891	positive regulation of biosynthetic process	GO:BP	CD40
GO:0009891	positive regulation of biosynthetic process	GO:BP	LTB
GO:0009890	negative regulation of biosynthetic process	GO:BP	XAF1
GO:0009890	negative regulation of biosynthetic process	GO:BP	PTPN6
GO:0009889	regulation of biosynthetic process	GO:BP	XAF1
GO:0009889	regulation of biosynthetic process	GO:BP	PTPN6
GO:0009889	regulation of biosynthetic process	GO:BP	IFIH1
GO:0009889	regulation of biosynthetic process	GO:BP	IL1B
GO:0009889	regulation of biosynthetic process	GO:BP	NFKB2
GO:0009889	regulation of biosynthetic process	GO:BP	CD40
GO:0009889	regulation of biosynthetic process	GO:BP	LTB
GO:0009888	tissue development	GO:BP	IL1B
GO:0009743	response to carbohydrate	GO:BP	IL1B
GO:0009725	response to hormone	GO:BP	IL1B
GO:0009719	response to endogenous stimulus	GO:BP	IL1B
GO:0009628	response to abiotic stimulus	GO:BP	IL1B
GO:0009628	response to abiotic stimulus	GO:BP	CD40
GO:0010575	positive regulation of vascular endothelial growth factor production	GO:BP	IL1B
GO:0007186	G protein-coupled receptor signaling pathway	GO:BP	PTPN6
GO:0007167	enzyme-linked receptor protein signaling pathway	GO:BP	IL1B
GO:0006611	protein export from nucleus	GO:BP	IL1B
GO:0006509	membrane protein ectodomain proteolysis	GO:BP	IL1B
GO:0006508	proteolysis	GO:BP	IL1B
GO:0006470	protein dephosphorylation	GO:BP	PTPN6
GO:0006469	negative regulation of protein kinase activity	GO:BP	IL1B
GO:0006468	protein phosphorylation	GO:BP	PTPN6
GO:0006468	protein phosphorylation	GO:BP	IL1B
GO:0006468	protein phosphorylation	GO:BP	CD40
GO:0006366	transcription by RNA polymerase II	GO:BP	IL1B
GO:0006366	transcription by RNA polymerase II	GO:BP	NFKB2
GO:0006366	transcription by RNA polymerase II	GO:BP	CD40
GO:0006357	regulation of transcription by RNA polymerase II	GO:BP	IL1B
GO:0006357	regulation of transcription by RNA polymerase II	GO:BP	NFKB2
GO:0006357	regulation of transcription by RNA polymerase II	GO:BP	CD40
GO:0006355	regulation of DNA-templated transcription	GO:BP	IL1B
GO:0006355	regulation of DNA-templated transcription	GO:BP	NFKB2
GO:0006355	regulation of DNA-templated transcription	GO:BP	CD40
GO:0006351	DNA-templated transcription	GO:BP	IL1B
GO:0006351	DNA-templated transcription	GO:BP	NFKB2
GO:0006351	DNA-templated transcription	GO:BP	CD40
GO:0006310	DNA recombination	GO:BP	CD40
GO:0006259	DNA metabolic process	GO:BP	CD40
GO:0006139	nucleobase-containing compound metabolic process	GO:BP	IL1B
GO:0006139	nucleobase-containing compound metabolic process	GO:BP	NFKB2
GO:0006139	nucleobase-containing compound metabolic process	GO:BP	CD40
GO:0006082	organic acid metabolic process	GO:BP	IL1B
GO:0006024	glycosaminoglycan biosynthetic process	GO:BP	IL1B
GO:0006023	aminoglycan biosynthetic process	GO:BP	IL1B
GO:0006022	aminoglycan metabolic process	GO:BP	IL1B
GO:0003158	endothelium development	GO:BP	IL1B
GO:0003012	muscle system process	GO:BP	IL1B
GO:0003008	system process	GO:BP	IL1B
GO:0003006	developmental process involved in reproduction	GO:BP	IL1B
GO:0002924	negative regulation of humoral immune response mediated by circulating immunoglobulin	GO:BP	PTPN6
GO:0002923	regulation of humoral immune response mediated by circulating immunoglobulin	GO:BP	PTPN6
GO:0002922	positive regulation of humoral immune response	GO:BP	IL1B
GO:0002921	negative regulation of humoral immune response	GO:BP	PTPN6
GO:0002891	positive regulation of immunoglobulin mediated immune response	GO:BP	CD40
GO:0002890	negative regulation of immunoglobulin mediated immune response	GO:BP	PTPN6
GO:0002833	positive regulation of response to biotic stimulus	GO:BP	IFIH1
GO:0002833	positive regulation of response to biotic stimulus	GO:BP	CD40
GO:0002832	negative regulation of response to biotic stimulus	GO:BP	PTPN6
GO:0006629	lipid metabolic process	GO:BP	IL1B
GO:0007169	cell surface receptor protein tyrosine kinase signaling pathway	GO:BP	IL1B
GO:0006631	fatty acid metabolic process	GO:BP	IL1B
GO:0006636	unsaturated fatty acid biosynthetic process	GO:BP	IL1B
GO:0007166	cell surface receptor signaling pathway	GO:BP	PTPN6
GO:0007166	cell surface receptor signaling pathway	GO:BP	IFIH1
GO:0007166	cell surface receptor signaling pathway	GO:BP	IL1B
GO:0007166	cell surface receptor signaling pathway	GO:BP	CD40
GO:0007166	cell surface receptor signaling pathway	GO:BP	LTB
GO:0007165	signal transduction	GO:BP	PTPN6
GO:0007165	signal transduction	GO:BP	IFIH1
GO:0007165	signal transduction	GO:BP	IL1B
GO:0007165	signal transduction	GO:BP	NFKB2
GO:0007165	signal transduction	GO:BP	CD40
GO:0007165	signal transduction	GO:BP	LTB
GO:0007162	negative regulation of cell adhesion	GO:BP	PTPN6
GO:0007159	leukocyte cell-cell adhesion	GO:BP	PTPN6
GO:0007159	leukocyte cell-cell adhesion	GO:BP	IL1B
GO:0007155	cell adhesion	GO:BP	SLAMF7
GO:0007155	cell adhesion	GO:BP	PTPN6
GO:0007155	cell adhesion	GO:BP	IL1B
GO:0007154	cell communication	GO:BP	PTPN6
GO:0007154	cell communication	GO:BP	IFIH1
GO:0007154	cell communication	GO:BP	IL1B
GO:0007154	cell communication	GO:BP	NFKB2
GO:0007154	cell communication	GO:BP	CD40
GO:0007154	cell communication	GO:BP	LTB
GO:0007088	regulation of mitotic nuclear division	GO:BP	IL1B
GO:0007049	cell cycle	GO:BP	PTPN6
GO:0007049	cell cycle	GO:BP	IL1B
GO:0007043	cell-cell junction assembly	GO:BP	IL1B
GO:0006996	organelle organization	GO:BP	IL1B
GO:0006959	humoral immune response	GO:BP	PTPN6
GO:0006959	humoral immune response	GO:BP	IL1B
GO:0006956	complement activation	GO:BP	IL1B
GO:0006953	acute-phase response	GO:BP	IL1B
GO:0006935	chemotaxis	GO:BP	IL1B
GO:0006913	nucleocytoplasmic transport	GO:BP	IL1B
GO:0006886	intracellular protein transport	GO:BP	IL1B
GO:0006874	intracellular calcium ion homeostasis	GO:BP	PTPN6
GO:0006874	intracellular calcium ion homeostasis	GO:BP	CD40
GO:0006873	intracellular monoatomic ion homeostasis	GO:BP	PTPN6
GO:0006873	intracellular monoatomic ion homeostasis	GO:BP	CD40
GO:0006869	lipid transport	GO:BP	IL1B
GO:0006816	calcium ion transport	GO:BP	PTPN6
GO:0006812	monoatomic cation transport	GO:BP	PTPN6
GO:0006811	monoatomic ion transport	GO:BP	PTPN6
GO:0006810	transport	GO:BP	PTPN6
GO:0006810	transport	GO:BP	IL1B
GO:0006809	nitric oxide biosynthetic process	GO:BP	IL1B
GO:0006796	phosphate-containing compound metabolic process	GO:BP	PTPN6
GO:0006796	phosphate-containing compound metabolic process	GO:BP	IL1B
GO:0006796	phosphate-containing compound metabolic process	GO:BP	CD40
GO:0006793	phosphorus metabolic process	GO:BP	PTPN6
GO:0006793	phosphorus metabolic process	GO:BP	IL1B
GO:0006793	phosphorus metabolic process	GO:BP	CD40
GO:0006693	prostaglandin metabolic process	GO:BP	IL1B
GO:0006692	prostanoid metabolic process	GO:BP	IL1B
GO:0006690	icosanoid metabolic process	GO:BP	IL1B
GO:0006633	fatty acid biosynthetic process	GO:BP	IL1B
GO:0010594	regulation of endothelial cell migration	GO:BP	CD40
GO:0010595	positive regulation of endothelial cell migration	GO:BP	CD40
GO:0010604	positive regulation of macromolecule metabolic process	GO:BP	IFIH1
GO:0010604	positive regulation of macromolecule metabolic process	GO:BP	IL1B
GO:0010604	positive regulation of macromolecule metabolic process	GO:BP	NFKB2
GO:0010604	positive regulation of macromolecule metabolic process	GO:BP	CD40
GO:0010604	positive regulation of macromolecule metabolic process	GO:BP	LTB
GO:0030203	glycosaminoglycan metabolic process	GO:BP	IL1B
GO:0030198	extracellular matrix organization	GO:BP	NFKB2
GO:0030195	negative regulation of blood coagulation	GO:BP	SERPINB2
GO:0030193	regulation of blood coagulation	GO:BP	SERPINB2
GO:0030183	B cell differentiation	GO:BP	PTPN6
GO:0030168	platelet activation	GO:BP	PTPN6
GO:0030168	platelet activation	GO:BP	CD40
GO:0030163	protein catabolic process	GO:BP	IL1B
GO:0030162	regulation of proteolysis	GO:BP	IL1B
GO:0030155	regulation of cell adhesion	GO:BP	PTPN6
GO:0030155	regulation of cell adhesion	GO:BP	IL1B
GO:0030154	cell differentiation	GO:BP	PTPN6
GO:0030154	cell differentiation	GO:BP	IL1B
GO:0030154	cell differentiation	GO:BP	NFKB2
GO:0030101	natural killer cell activation	GO:BP	SLAMF7
GO:0030099	myeloid cell differentiation	GO:BP	PTPN6
GO:0030098	lymphocyte differentiation	GO:BP	PTPN6
GO:0030098	lymphocyte differentiation	GO:BP	IL1B
GO:0030097	hemopoiesis	GO:BP	PTPN6
GO:0030097	hemopoiesis	GO:BP	IL1B
GO:0030073	insulin secretion	GO:BP	IL1B
GO:0030072	peptide hormone secretion	GO:BP	IL1B
GO:0030003	intracellular monoatomic cation homeostasis	GO:BP	PTPN6
GO:0030003	intracellular monoatomic cation homeostasis	GO:BP	CD40
GO:0030001	metal ion transport	GO:BP	PTPN6
GO:0023061	signal release	GO:BP	IL1B
GO:0023057	negative regulation of signaling	GO:BP	PTPN6
GO:0023057	negative regulation of signaling	GO:BP	IL1B
GO:0023056	positive regulation of signaling	GO:BP	PTPN6
GO:0023056	positive regulation of signaling	GO:BP	IL1B
GO:0023056	positive regulation of signaling	GO:BP	CD40
GO:0023056	positive regulation of signaling	GO:BP	LTB
GO:0023052	signaling	GO:BP	PTPN6
GO:0023052	signaling	GO:BP	IFIH1
GO:0023052	signaling	GO:BP	IL1B
GO:0023052	signaling	GO:BP	NFKB2
GO:0023052	signaling	GO:BP	CD40
GO:0023052	signaling	GO:BP	LTB
GO:0023051	regulation of signaling	GO:BP	PTPN6
GO:0023051	regulation of signaling	GO:BP	IL1B
GO:0023051	regulation of signaling	GO:BP	CD40
GO:0023051	regulation of signaling	GO:BP	LTB
GO:0023035	CD40 signaling pathway	GO:BP	CD40
GO:0022607	cellular component assembly	GO:BP	IFIH1
GO:0022607	cellular component assembly	GO:BP	IL1B
GO:0022607	cellular component assembly	GO:BP	CD40
GO:0022603	regulation of anatomical structure morphogenesis	GO:BP	PTPN6
GO:0022603	regulation of anatomical structure morphogenesis	GO:BP	IL1B
GO:0022603	regulation of anatomical structure morphogenesis	GO:BP	CD40
GO:0022414	reproductive process	GO:BP	IL1B
GO:0022409	positive regulation of cell-cell adhesion	GO:BP	PTPN6
GO:0022409	positive regulation of cell-cell adhesion	GO:BP	IL1B
GO:0022408	negative regulation of cell-cell adhesion	GO:BP	PTPN6
GO:0030212	hyaluronan metabolic process	GO:BP	IL1B
GO:0022407	regulation of cell-cell adhesion	GO:BP	PTPN6
GO:0022407	regulation of cell-cell adhesion	GO:BP	IL1B
GO:0030213	hyaluronan biosynthetic process	GO:BP	IL1B
GO:0030219	megakaryocyte differentiation	GO:BP	PTPN6
GO:0031667	response to nutrient levels	GO:BP	CD40
GO:0031652	positive regulation of heat generation	GO:BP	IL1B
GO:0031650	regulation of heat generation	GO:BP	IL1B
GO:0031649	heat generation	GO:BP	IL1B
GO:0031622	positive regulation of fever generation	GO:BP	IL1B
GO:0031620	regulation of fever generation	GO:BP	IL1B
GO:0031401	positive regulation of protein modification process	GO:BP	IL1B
GO:0031401	positive regulation of protein modification process	GO:BP	CD40
GO:0031400	negative regulation of protein modification process	GO:BP	PTPN6
GO:0031400	negative regulation of protein modification process	GO:BP	IL1B
GO:0031399	regulation of protein modification process	GO:BP	PTPN6
GO:0031399	regulation of protein modification process	GO:BP	IL1B
GO:0031399	regulation of protein modification process	GO:BP	CD40
GO:0031394	positive regulation of prostaglandin biosynthetic process	GO:BP	IL1B
GO:0031392	regulation of prostaglandin biosynthetic process	GO:BP	IL1B
GO:0031349	positive regulation of defense response	GO:BP	IFIH1
GO:0031349	positive regulation of defense response	GO:BP	IL1B
GO:0031349	positive regulation of defense response	GO:BP	CD40
GO:0031348	negative regulation of defense response	GO:BP	PTPN6
GO:0031295	T cell costimulation	GO:BP	PTPN6
GO:0031294	lymphocyte costimulation	GO:BP	PTPN6
GO:0030949	positive regulation of vascular endothelial growth factor receptor signaling pathway	GO:BP	IL1B
GO:0030947	regulation of vascular endothelial growth factor receptor signaling pathway	GO:BP	IL1B
GO:0030890	positive regulation of B cell proliferation	GO:BP	CD40
GO:0030888	regulation of B cell proliferation	GO:BP	CD40
GO:0030856	regulation of epithelial cell differentiation	GO:BP	IL1B
GO:0030855	epithelial cell differentiation	GO:BP	IL1B
GO:0030730	triglyceride storage	GO:BP	IL1B
GO:0030595	leukocyte chemotaxis	GO:BP	IL1B
GO:0030593	neutrophil chemotaxis	GO:BP	IL1B
GO:0030522	intracellular receptor signaling pathway	GO:BP	IFIH1
GO:0030449	regulation of complement activation	GO:BP	IL1B
GO:0030335	positive regulation of cell migration	GO:BP	IL1B
GO:0030335	positive regulation of cell migration	GO:BP	CD40
GO:0030334	regulation of cell migration	GO:BP	IL1B
GO:0030334	regulation of cell migration	GO:BP	CD40
GO:0030220	platelet formation	GO:BP	PTPN6
GO:0030217	T cell differentiation	GO:BP	IL1B
GO:0022402	cell cycle process	GO:BP	PTPN6
GO:0022402	cell cycle process	GO:BP	IL1B
GO:0022008	neurogenesis	GO:BP	IL1B
GO:0021782	glial cell development	GO:BP	IL1B
GO:0015833	peptide transport	GO:BP	IL1B
GO:0015749	monosaccharide transmembrane transport	GO:BP	IL1B
GO:0015732	prostaglandin transport	GO:BP	IL1B
GO:0015718	monocarboxylic acid transport	GO:BP	IL1B
GO:0015711	organic anion transport	GO:BP	IL1B
GO:0015031	protein transport	GO:BP	IL1B
GO:0014805	smooth muscle adaptation	GO:BP	IL1B
GO:0014074	response to purine-containing compound	GO:BP	IL1B
GO:0014015	positive regulation of gliogenesis	GO:BP	IL1B
GO:0014013	regulation of gliogenesis	GO:BP	IL1B
GO:0014009	glial cell proliferation	GO:BP	IL1B
GO:0014002	astrocyte development	GO:BP	IL1B
GO:0010959	regulation of metal ion transport	GO:BP	PTPN6
GO:0010876	lipid localization	GO:BP	IL1B
GO:0010829	negative regulation of D-glucose transmembrane transport	GO:BP	IL1B
GO:0010827	regulation of D-glucose transmembrane transport	GO:BP	IL1B
GO:0010817	regulation of hormone levels	GO:BP	IL1B
GO:0010721	negative regulation of cell development	GO:BP	IL1B
GO:0010720	positive regulation of cell development	GO:BP	IL1B
GO:0010718	positive regulation of epithelial to mesenchymal transition	GO:BP	IL1B
GO:0010717	regulation of epithelial to mesenchymal transition	GO:BP	IL1B
GO:0010648	negative regulation of cell communication	GO:BP	PTPN6
GO:0010648	negative regulation of cell communication	GO:BP	IL1B
GO:0010647	positive regulation of cell communication	GO:BP	PTPN6
GO:0010647	positive regulation of cell communication	GO:BP	IL1B
GO:0010647	positive regulation of cell communication	GO:BP	CD40
GO:0010647	positive regulation of cell communication	GO:BP	LTB
GO:0010646	regulation of cell communication	GO:BP	PTPN6
GO:0010646	regulation of cell communication	GO:BP	IL1B
GO:0010646	regulation of cell communication	GO:BP	CD40
GO:0010646	regulation of cell communication	GO:BP	LTB
GO:0010638	positive regulation of organelle organization	GO:BP	IL1B
GO:0010629	negative regulation of gene expression	GO:BP	XAF1
GO:0010629	negative regulation of gene expression	GO:BP	PTPN6
GO:0010628	positive regulation of gene expression	GO:BP	IFIH1
GO:0010628	positive regulation of gene expression	GO:BP	IL1B
GO:0010628	positive regulation of gene expression	GO:BP	CD40
GO:0010628	positive regulation of gene expression	GO:BP	LTB
GO:0010623	programmed cell death involved in cell development	GO:BP	IL1B
GO:0010605	negative regulation of macromolecule metabolic process	GO:BP	XAF1
GO:0010605	negative regulation of macromolecule metabolic process	GO:BP	PTPN6
GO:0010605	negative regulation of macromolecule metabolic process	GO:BP	IL1B
GO:0015849	organic acid transport	GO:BP	IL1B
GO:0015908	fatty acid transport	GO:BP	IL1B
GO:0016032	viral process	GO:BP	IFIH1
GO:0016042	lipid catabolic process	GO:BP	IL1B
GO:0019915	lipid storage	GO:BP	IL1B
GO:0019752	carboxylic acid metabolic process	GO:BP	IL1B
GO:0019725	cellular homeostasis	GO:BP	PTPN6
GO:0019725	cellular homeostasis	GO:BP	CD40
GO:0019724	B cell mediated immunity	GO:BP	PTPN6
GO:0019724	B cell mediated immunity	GO:BP	CD40
GO:0019538	protein metabolic process	GO:BP	PTPN6
GO:0019538	protein metabolic process	GO:BP	IFIH1
GO:0019538	protein metabolic process	GO:BP	IL1B
GO:0019538	protein metabolic process	GO:BP	CD40
GO:0019222	regulation of metabolic process	GO:BP	XAF1
GO:0019222	regulation of metabolic process	GO:BP	PTPN6
GO:0019222	regulation of metabolic process	GO:BP	IFIH1
GO:0019222	regulation of metabolic process	GO:BP	IL1B
GO:0019222	regulation of metabolic process	GO:BP	NFKB2
GO:0019222	regulation of metabolic process	GO:BP	CD40
GO:0019222	regulation of metabolic process	GO:BP	LTB
GO:0019221	cytokine-mediated signaling pathway	GO:BP	PTPN6
GO:0019221	cytokine-mediated signaling pathway	GO:BP	IFIH1
GO:0019221	cytokine-mediated signaling pathway	GO:BP	IL1B
GO:0019220	regulation of phosphate metabolic process	GO:BP	PTPN6
GO:0019220	regulation of phosphate metabolic process	GO:BP	IL1B
GO:0019220	regulation of phosphate metabolic process	GO:BP	CD40
GO:0019219	regulation of nucleobase-containing compound metabolic process	GO:BP	IL1B
GO:0019219	regulation of nucleobase-containing compound metabolic process	GO:BP	NFKB2
GO:0019219	regulation of nucleobase-containing compound metabolic process	GO:BP	CD40
GO:0019217	regulation of fatty acid metabolic process	GO:BP	IL1B
GO:0019216	regulation of lipid metabolic process	GO:BP	IL1B
GO:0019079	viral genome replication	GO:BP	IFIH1
GO:0019058	viral life cycle	GO:BP	IFIH1
GO:0018212	peptidyl-tyrosine modification	GO:BP	PTPN6
GO:0018212	peptidyl-tyrosine modification	GO:BP	CD40
